"","Road","Number_of_Fees(sheet/day)","Total_Parking_Hours(hours/day)","Number_of_Parking_Space","Hours_per_sheet","Time_Start","Time_End","Interval","Space_efficiency"
"237","環河南路二段C",8.9013079667063,15.4589774078478,7.16052318668252,1.73670852257547,"09:00","17:00",8,"27.0%"
"238","環河南路橋下A",183.351724137931,436.220689655172,498.701149425287,2.37914691943128,"09:00","17:00",8,"10.9%"
"239","環河南路橋下B",46.1057471264368,102.558620689655,110.429885057471,2.2244216194655,"09:00","17:00",8,"11.6%"
"240","環河南路橋下C",45.1782407407407,95.5416666666667,79.8333333333333,2.11477173745965,"09:00","17:00",8,"15.0%"
"241","環河南路三段",64.8965517241379,140.012643678161,101.179310344828,2.15747431810131,"09:00","17:00",8,"17.3%"
"242","環南市場甲-丁棟地下室",28.579476861167,75.8490945674044,179.452716297787,2.65397071247536,"03:00","09:00",6,"7.0%"
"243","環南市場內內環道路",83.8026905829596,87.8699551569507,106.367713004484,1.04853381849315,"03:00","09:00",6,"13.8%"
"244","環山路1段",83.7708333333333,174.5,156.833333333333,2.08306391444914,"09:00","17:00",8,"13.9%"
"245","環山路2段",71.2941176470588,148.517647058824,178.423529411765,2.08316831683168,"09:00","17:00",8,"10.4%"
"246","環山路3段",40.5698924731183,92.6021505376344,95.8494623655914,2.28253379273787,"07:00","20:00",13,"7.4%"
"247","磺港路",57.1714285714286,57.1714285714286,186.271428571429,1,"09:00","17:00",8,"3.8%"
"248","磺溪街",50.3594470046083,88.4447004608295,46.2857142857143,1.75626830161054,"09:00","17:00",8,"23.9%"
"249","惠安街",89.3011494252874,102.457471264368,86.7034482758621,1.14732533594192,"10:00","16:00",6,"19.7%"
"250","惠安街A",7.32155477031802,11.0848056537102,9.08127208480565,1.51399613899614,"09:00","17:00",8,"15.3%"
"251","惠民街",58.7656546489564,126.277988614801,67.4184060721063,2.14883998772986,"09:00","17:00",8,"23.4%"
"252","基河路188巷",37.4372093023256,54.746511627907,26.506976744186,1.46235557212076,"07:00","20:00",13,"15.9%"
"253","基河路300巷",55.5874769797422,79.2983425414365,59.3259668508287,1.426550490326,"09:00","17:00",8,"16.7%"
"254","基河路396巷",22.1510128913444,38.9189686924494,19.6574585635359,1.75698370468906,"09:00","17:00",8,"24.7%"
"255","基河路A",148.09098567818,203.705139005897,109.67649536647,1.37554043598962,"07:00","20:00",13,"14.3%"
"256","基河路B含機車",268.233651726672,270.376193975018,392.872152828802,1.00798759676333,"07:00","20:00",13,"5.3%"
"257","基河路C",30.865561694291,51.9650092081031,22.4014732965009,1.68359188544153,"08:00","22:00",14,"16.6%"
"258","基湖路10巷",59.0565167243368,89.1580161476355,77.482122260669,1.5097066520839,"09:00","17:00",8,"14.4%"
"259","基湖路112巷",11.5845070422535,22.0774647887324,28.131455399061,1.90577507598784,"10:00","18:00",8,"9.8%"
"260","基湖路120巷",18.4192037470726,29.2599531615925,38.9297423887588,1.58855689764781,"10:00","18:00",8,"9.4%"
"261","基湖路157巷",11.2441314553991,18.7676056338028,12.7887323943662,1.66910229645094,"10:00","18:00",8,"18.3%"
"262","基湖路166巷",3.69304556354916,4.69784172661871,2.48441247002398,1.27207792207792,"10:00","15:00",5,"37.8%"
"263","基湖路35巷2弄",88.156501726122,84.994246260069,143.365937859609,0.964129072681704,"09:00","17:00",8,"7.4%"
"264","基湖路3巷",96.7586206896552,91.267816091954,147.758620689655,0.943252554050843,"09:00","17:00",8,"7.7%"
"265","基隆路三段155巷",64.6367816091954,128.367816091954,113.08275862069,1.98598712522673,"09:00","17:00",8,"14.2%"
"266","基隆路一段",1.36893203883495,1.36893203883495,2.11650485436893,1,"07:00","20:00",13,"5.0%"
"267","基隆路一段102巷",139.135632183908,385.609195402299,136.058620689655,2.77146256030665,"07:00","20:00",13,"21.8%"
"268","基隆路一段172巷",45.1609195402299,114.564367816092,23.367816091954,2.53680325782642,"07:00","20:00",13,"37.7%"
"269","吉林路A",60.170510708402,111.035420098847,36.1795716639209,1.84534614700125,"07:00","20:00",13,"23.6%"
"270","吉林路B",46.7035294117647,89.7552941176471,30.8541176470588,1.92180966295531,"07:00","20:00",13,"22.4%"
"271","吉林路C",20.7986577181208,34.2223154362416,11.1258389261745,1.64540980961601,"07:00","20:00",13,"23.7%"
"272","吉林路D",26.0041390728477,46.828642384106,15.2524834437086,1.80081494922484,"07:00","20:00",13,"23.6%"
"273","吉祥路",18.1059602649007,33.5298013245033,9.23841059602649,1.85186539868325,"07:00","20:00",13,"27.9%"
"274","濟南路二段",62.2,106.518548387097,46.366935483871,1.71251685509802,"07:00","20:00",13,"17.7%"
"275","濟南路一段",222.456888888889,320.781333333333,182.722666666667,1.44199325512259,"07:30","20:00",12.7,"13.8%"
"276","嘉興街",11.1666666666667,32.8333333333333,11.6666666666667,2.94029850746269,"07:00","20:00",13,"21.6%"
"277","建國北路1段124巷",15.8,24.62,8.3,1.55822784810127,"07:00","20:00",13,"22.8%"
"278","建國北路1段138巷",27.82,56.34,22.6,2.02516175413372,"07:00","20:00",13,"19.2%"
"279","建國北路1段23巷",12.2488479262673,24.4792626728111,9.42396313364055,1.99849510910459,"07:00","20:00",13,"20.0%"
"280","建國北路1段33巷",50.6068965517241,97.1494252873563,35.0896551724138,1.91968747160898,"07:00","20:00",13,"21.3%"
"281","建國北路1段88巷",46.86,85.44,30.3,1.82330345710627,"07:00","20:00",13,"21.7%"
"282","建國北路1段92巷",76.1862068965517,126.388505747126,60.6896551724138,1.6589420958933,"07:00","20:00",13,"16.0%"
"283","建國北路3段93巷5弄",31.151724137931,40.464367816092,29.4068965517241,1.2989447273264,"09:00","17:00",8,"17.2%"
"284","建國北路二段",57.6968139773895,75.3720452209661,50.103802672148,1.30634674646859,"07:00","20:00",13,"11.6%"
"285","建國北路二段A",35.3788003286771,61.3705834018077,23.1832374691865,1.73467112597547,"07:00","20:00",13,"20.4%"
"286","建國北路橋下A區",167.839160839161,410.678321678322,216.597902097902,2.44685638098413,"07:00","22:00",15,"12.6%"
"287","建國北路橋下B區",354.663194444444,979.128472222222,561.840277777778,2.76072760737398,"07:00","22:00",15,"11.6%"
"288","建國北路橋下C區",114.755555555556,252.644444444444,129.444444444444,2.20158791634392,"07:00","22:00",15,"13.0%"
